"anon_screen_name","gender","year_of_birth","level_of_education","country_three_letters","country_name"
"11ad8f7ee88a4fb56271cdb99c6eeb3a12726da0","m","1992","Secondary/High School","CHN","China"
"11ad8f7ee88a4fb56271cdb99c6eeb3a12726da0","m","1992","Secondary/High School","USA","United States"
"a01ef52f54ea5ee45f80c4bda3aabda679c747b3","f","1986","Masters or professional degree","UKR","Ukraine"
"da58c01f7bc9147b1d508685cc414cf96cdebe57","f","1974","Doctorate","UKR","Ukraine"
"c751952e463d9bee5a41eabf26a7510ab601a035","m","1986","Bachelors","UGA","Uganda"
"e50d486161c8ac6aa2d7bf958c432d26dec59ae3","m","1988","Masters or professional degree","IND","India"
"e50d486161c8ac6aa2d7bf958c432d26dec59ae3","m","1988","Masters or professional degree","SGP","Singapore"
"e50d486161c8ac6aa2d7bf958c432d26dec59ae3","m","1988","Masters or professional degree","ZZZ","Reserved"
"fd35a9a7b9e6702b89f3274b2b0b1da462f94999","m","1975","Doctorate","ISR","Israel"
"e296abe2d0e947765c369fb55ab526a1f4d3c0ab","m","1984","Bachelors","USA","United States"
"e296abe2d0e947765c369fb55ab526a1f4d3c0ab","m","1984","Bachelors","CHN","China"
"75eab52c63a231e6faf2260a4f18fdbce2543cbf","",\N,"Masters or professional degree","FRA","France"
"d5ecaa633f0b219b2110028203786fab38cee631","m","1987","Bachelors","AUT","Austria"
"6421f5f6516d8e6285951c54f07535628291d0ee","m","1964","Masters or professional degree","DEU","Germany"
"6421f5f6516d8e6285951c54f07535628291d0ee","m","1964","Masters or professional degree","TUR","Turkey"
"6704698cfc56be71508760e43111a9a196e6ba69","m","1991","Bachelors","IND","India"
"8886f0e379e02a54fd6c4e86591add784ea64e53","m","1948","Masters or professional degree","AUS","Australia"
"394a1d670b19c8ae3bad958b9ffbf24b01c3b1e5","f","1993","Bachelors","HUN","Hungary"
"b4e416317959353d996326e4177251c5b2459acf","f","1983","Bachelors","EST","Estonia"
"21e378851b7c22d0effbdf28579cc2ab6e46a89d","f","1982","Masters or professional degree","QAT","Qatar"
"fe72d3389258be90b6d6775f0fb187e87a76296e","m","1962","Masters or professional degree","CAN","Canada"
"1564cb8693644bf720fd2e947396a6294ae35b7e","f","1989","Bachelors","DEU","Germany"
"f0c06bed8e77350f28c307c3ed602f4c546390af","m","1972","Masters or professional degree","ITA","Italy"
"86da66f64b764bcd37adb8cb2bbbf96f140a3c47","m","1979","Doctorate","SGP","Singapore"
"67ba3aa79b1eaf68b051c52d01f7f8442a96e2c4","m","1975","Associates","GRC","Greece"
"4f5581f825ff78df953e3d749fa6b704f0592e4f","m","1985","Bachelors","SGP","Singapore"
"4f5581f825ff78df953e3d749fa6b704f0592e4f","m","1985","Bachelors","NZL","New Zealand"
"bfd4958d6c0e1e9789fec912fe7f6c8799301d52","m","1991","Secondary/High School","AUS","Australia"
"a0bbd49b16f1db0a8c7851be4b50ce4413f2a9a0","m","1993","Secondary/High School","PAK","Pakistan"
"a6a937d09ffd30403670b317f5194f819737c257","f","1987","Masters or professional degree","ARM","Armenia"
"bd585f96db8bef98e08040318fe8e958c9f5a9d6","f","1984","Masters or professional degree","ESP","Spain"
"bd585f96db8bef98e08040318fe8e958c9f5a9d6","f","1984","Masters or professional degree","SRB","Serbia"
"1f913994823f65fef8ac7486c51b54fd4592b05f","m","1954","Masters or professional degree","GBR","United Kingdom"
"a591b2ccf4d0e4a70f40abc9a373fab0313a7983","m","1986","Masters or professional degree","POL","Poland"
"a591b2ccf4d0e4a70f40abc9a373fab0313a7983","m","1986","Masters or professional degree","CZE","Czech Republic"
"dd312ed3ed4c9ef0656d5452f3040da3d612700e","f","1958","Doctorate","USA","United States"
"a6bffb204c55a9d74c509a0b0663b784f85e879d","f","1979","Doctorate","VNM","Viet Nam"
"511d89464eba805a69470bc9bea95fc7b0dccdef","m","1981","Bachelors","MKD","Macedonia"
"511d89464eba805a69470bc9bea95fc7b0dccdef","m","1981","Bachelors","BGR","Bulgaria"
"511d89464eba805a69470bc9bea95fc7b0dccdef","m","1981","Bachelors","DEU","Germany"
"b3b3f6ae417f48a835a9de06c5fccea01247af53","f","1990","Associates","VNM","Viet Nam"
"2f9034a310f99e675a47e598739c53fe8ccb51fb","f","1986","Masters or professional degree","DNK","Denmark"
"857264324ded19de007fa200a90f99e1d6ff1da4","m","1979","Masters or professional degree","USA","United States"
"0748413586cd5d4cce3030a99b31b894a32d248a","m","1990","Bachelors","IRN","Iran (ISLAMIC Republic Of)"
"15b336060b6b967d4cb24736275a7941769ccfd1","m","1987","Masters or professional degree","LUX","Luxembourg"
"15b336060b6b967d4cb24736275a7941769ccfd1","m","1987","Masters or professional degree","CHE","Switzerland"
"15b336060b6b967d4cb24736275a7941769ccfd1","m","1987","Masters or professional degree","USA","United States"
"708d7c204568ca0815b120efc59cea636e521ed9","m","1991","Secondary/High School","CHE","Switzerland"
"e46ab06cd7cfe4d72dd42d94109bcfe28f270d69","m","1975","Masters or professional degree","GRC","Greece"
"a1f1d518c447f291160d2e4ccc8e384e9893ee8e","f","1985","Bachelors","AUS","Australia"
"1a0db8da757bd9c89b4399d05935120d1299ffb6","m","1990","Masters or professional degree","CHN","China"
"6b488ffa8083774096afdf40bf2edd72ceb9741f","m","2000","Junior secondary/junior high/middle School","ARE","United Arab Emirates"
"6e79315c707625980602f66c92f54cc6f51f36de","f","1955","Doctorate","FRA","France"
"6e79315c707625980602f66c92f54cc6f51f36de","f","1955","Doctorate","GBR","United Kingdom"
"e13f3fb4ab65ff4a0bbf68dd7d3dc765cfab4f97","m","1981","Bachelors","ROM","Romania"
"09f19c47cebc77d38b2d32a6f1bae6114eb2118d","m","1975","Associates","ITA","Italy"
"7ffbe0ea2a4234a8e0b3356588fc53531197702f","",\N,"User withheld","SRB","Serbia"
"7c553537412489366b4544dc44e97f9ef47a6bf3","m","1986","Masters or professional degree","RUS","Russian Federation"
"7c553537412489366b4544dc44e97f9ef47a6bf3","m","1986","Masters or professional degree","SWE","Sweden"
"e9850480efee1f0b1c48e3b821462d80bf316f6f","m","1965","Masters or professional degree","IND","India"
"a012c4ee38434da479f53fadb4ee81453bd071f5","m","1966","Bachelors","ITA","Italy"
"be906b4ca124ad356a2e1a1d5e0442aebc45f7e5","m","1988","Masters or professional degree","IND","India"
"be906b4ca124ad356a2e1a1d5e0442aebc45f7e5","m","1988","Masters or professional degree","CHN","China"
"456941a21628d8dd49a12d519cb54dcbcf8ec9da","f","1992","Masters or professional degree","UKR","Ukraine"
"f598d4942e444a78bc04dd437a64cd003ee3d842","m","1971","Doctorate","DEU","Germany"
"f598d4942e444a78bc04dd437a64cd003ee3d842","m","1971","Doctorate","NOR","Norway"
"f598d4942e444a78bc04dd437a64cd003ee3d842","m","1971","Doctorate","POL","Poland"
"f598d4942e444a78bc04dd437a64cd003ee3d842","m","1971","Doctorate","DNK","Denmark"
"f598d4942e444a78bc04dd437a64cd003ee3d842","m","1971","Doctorate","USA","United States"
"fa243aa940e360ab15de2de9b10b1aacb0317544","m","1993","Bachelors","IND","India"
"08d277950a8c33d6fa020f08e8fe24f320d683f3","m","1990","Bachelors","CHN","China"
"08d277950a8c33d6fa020f08e8fe24f320d683f3","m","1990","Bachelors","USA","United States"
"987e30ab657f1a62fa8a28f7da172ca526d77f5f","f",\N,"Associates","ITA","Italy"
"987e30ab657f1a62fa8a28f7da172ca526d77f5f","f",\N,"Associates","FRA","France"
"987e30ab657f1a62fa8a28f7da172ca526d77f5f","f",\N,"Associates","DEU","Germany"
"65ec6975d2058adff931bd29411eda5c32af46be","f","1988","Masters or professional degree","MYS","Malaysia"
"f80583a8a72b662b9ba7b19525ec256b9fccea29","m","1982","Masters or professional degree","IND","India"
"f80583a8a72b662b9ba7b19525ec256b9fccea29","m","1982","Masters or professional degree","SGP","Singapore"
"f80583a8a72b662b9ba7b19525ec256b9fccea29","m","1982","Masters or professional degree","ZZZ","Reserved"
"c569ec531d93174c38ad05baebd24e0370a3d2db","m","1984","Bachelors","COL","Colombia"
"c569ec531d93174c38ad05baebd24e0370a3d2db","m","1984","Bachelors","DEU","Germany"
"c569ec531d93174c38ad05baebd24e0370a3d2db","m","1984","Bachelors","USA","United States"
"98bb3811a7d8ba7291f71a5ff7a8cf505b24c9d8","f","1970","Doctorate","GRC","Greece"
"8046c7e51f64486f0de75790ea175a5aaf355a51","m","1981","Bachelors","NLD","Netherlands"
"aa9161f9d755eb4fb751eeab9601420c7336f99f","m","1977","Bachelors","PAK","Pakistan"
"aa9161f9d755eb4fb751eeab9601420c7336f99f","m","1977","Bachelors","CHN","China"
"3a88f38e55af0c7459fc2b55f807d88f1d760e39","f","1992","Secondary/High School","BIH","Bosnia and Herzegowina"
"3a88f38e55af0c7459fc2b55f807d88f1d760e39","f","1992","Secondary/High School","SRB","Serbia"
"ded4783dc0482db7eb0637458278f5219832741f","m","1991","Masters or professional degree","TUR","Turkey"
"ded4783dc0482db7eb0637458278f5219832741f","m","1991","Masters or professional degree","ESP","Spain"
"e1a94cd902642ef926d4e6613d43272823fb4512","f","1987","Masters or professional degree","NLD","Netherlands"
"e1a94cd902642ef926d4e6613d43272823fb4512","f","1987","Masters or professional degree","DEU","Germany"
"771825883dad30197048961cf18228b6904e29f5","f","1992","Masters or professional degree","FRA","France"
"5e95ce4f9d5bfb0473ec2d054046daabb8ccf8e4","f","1984","Bachelors","CAN","Canada"
"5e95ce4f9d5bfb0473ec2d054046daabb8ccf8e4","f","1984","Bachelors","USA","United States"
"3c814b14f4b4e3ebf789ffc94c3c92b7eca70a7c","f","1973","Masters or professional degree","EST","Estonia"
"3c814b14f4b4e3ebf789ffc94c3c92b7eca70a7c","f","1973","Masters or professional degree","RUS","Russian Federation"
"04e3c6c0dab5868fec4580ccb53b970cdc004533","m","1988","Masters or professional degree","NLD","Netherlands"
"04e3c6c0dab5868fec4580ccb53b970cdc004533","m","1988","Masters or professional degree","DEU","Germany"
"eec08f697ef884933ceeb2dc7157ce1afdda695a","m","1989","Masters or professional degree","CHE","Switzerland"
"2640d0ec9effa67942641907a2284733d0da6742","m","1963","Masters or professional degree","AUS","Australia"
"2640d0ec9effa67942641907a2284733d0da6742","m","1963","Masters or professional degree","NZL","New Zealand"
"2640d0ec9effa67942641907a2284733d0da6742","m","1963","Masters or professional degree","CHN","China"
"71bbc6dbb9e07aa7d3c5dc70ecfe756461a7005a","m","1963","Masters or professional degree","CZE","Czech Republic"
"71bbc6dbb9e07aa7d3c5dc70ecfe756461a7005a","m","1963","Masters or professional degree","MMR","Myanmar"
"198a13c0dbf15662849b9340543baf5200281459","m","1970","Bachelors","USA","United States"
"3b21a11cd167a9950bb0e030f229a3b27a4afb46","m","1986","Bachelors","CHN","China"
"8cc8a593b0e057a18b70cf055fabb25b025b3426","m","1979","Masters or professional degree","FRA","France"
"94ae02fdbecadd5c202e8732d1c34fb6bc76ae5b","f","1992","Bachelors","IND","India"
"94ae02fdbecadd5c202e8732d1c34fb6bc76ae5b","f","1992","Bachelors","CHN","China"
"7b6ec76bba37094af63d1c7d5a36d91f222a891d","m","1941","Doctorate","USA","United States"
"a41fb01ba6fbf36dcb3a6945e37010b2506ec8da","m","1989","Masters or professional degree","IND","India"
"621383a288d11bf5e270c7d8555728e9b6d57aa2","f","1972","Bachelors","UKR","Ukraine"
"01885ad1bcb2cde9a4682b1829abed484fac7bfe","m",\N,"Bachelors","SGP","Singapore"
"771761288956128e095a7d24823e58f7bf4fc896","f","1987","Bachelors","USA","United States"
"6ca1f620b87fd4ce1096738523cc14b5f3ab7b90","m","1987","Masters or professional degree","SAU","Saudi Arabia"
"06ae7d31282ddcc001ab0b6dc3eaff11e23c608f","m","1992","Bachelors","AUS","Australia"
"06ae7d31282ddcc001ab0b6dc3eaff11e23c608f","m","1992","Bachelors","IND","India"
"d86b0c410b15e1305cc3fe90e442fcae808c6a3a","m","1991","Bachelors","IND","India"
"a8a7c23e1470eda069e8bbb59a84605d8a5302b4","f","1990","Secondary/High School","SRB","Serbia"
"958288cc2c8fc8b6ef940a6b30011501f527386a","f","1989","Bachelors","AUT","Austria"
"8bfa993f2da58b30ba9810cdfaea6c782b37f333","m","1983","Masters or professional degree","SWE","Sweden"
"6f6010c30ed8ef6219a3c34696d86e9a186d09fb","m","1994","Secondary/High School","IND","India"
"c2ecd672f2f4faace195894941039cdc18c2eb42","f","1978","Associates","HUN","Hungary"
"b6a9022554a73315d3998e2879d2cd26c648c7ed","m","1985","Secondary/High School","GBR","United Kingdom"
"b6a9022554a73315d3998e2879d2cd26c648c7ed","m","1985","Secondary/High School","USA","United States"
"dd23ff1a653be8f4dcd895fe06fae788c83b7fb9","f","1988","Bachelors","FRA","France"
"f90a00a73112b6e51389b98773ec5f03f7e6c04a","m","1986","Masters or professional degree","FRA","France"
"f90a00a73112b6e51389b98773ec5f03f7e6c04a","m","1986","Masters or professional degree","KOR","Korea Republic of"
"f90a00a73112b6e51389b98773ec5f03f7e6c04a","m","1986","Masters or professional degree","EU","European Union"
"098db2348163d1702cd388bb09e64faae52fcb43","f","1982","Bachelors","DEU","Germany"
"098db2348163d1702cd388bb09e64faae52fcb43","f","1982","Bachelors","BGR","Bulgaria"
"ebf6ecb4696345a66f73daf1ed94b6e18cbd72bb","m","1987","Masters or professional degree","DEU","Germany"
"ebf6ecb4696345a66f73daf1ed94b6e18cbd72bb","m","1987","Masters or professional degree","ROM","Romania"
"ebf6ecb4696345a66f73daf1ed94b6e18cbd72bb","m","1987","Masters or professional degree","RUS","Russian Federation"
"8a09eaab0fcd8196834e7bb225b96e333ecf5cbd","m","1979","Masters or professional degree","ESP","Spain"
"4f54e073dae0f28b764fed0220a6879ebd272b38","f","1976","Masters or professional degree","BEL","Belgium"
"b55f3063ce2454b19584aae840099bb600de74e2","",\N,"User withheld","JPN","Japan"
"b55f3063ce2454b19584aae840099bb600de74e2","",\N,"User withheld","HKG","Hong Kong"
"7219b20dfc0235850ff2c839024a391369b9edf9","m","1994","Secondary/High School","IND","India"
"8e7c01ee6f7dd62405f937eb35681093909215da","m","1992","Masters or professional degree","NLD","Netherlands"
"b49f25a93a564b7084e625f81626c9b379bbcd33","m","1991","Bachelors","USA","United States"
"b49f25a93a564b7084e625f81626c9b379bbcd33","m","1991","Bachelors","CHN","China"
"b49f25a93a564b7084e625f81626c9b379bbcd33","m","1991","Bachelors","VNM","Viet Nam"
"b49f25a93a564b7084e625f81626c9b379bbcd33","m","1991","Bachelors","SGP","Singapore"
"b49f25a93a564b7084e625f81626c9b379bbcd33","m","1991","Bachelors","GBR","United Kingdom"
"77d31a4565c48a4b13a2e221787dd26bdc6f1b6a","m","1981","Masters or professional degree","MAR","Morocco"
"f96ab691dc9724a98684617bc3755fcf5d9aa5f1","m","1988","Bachelors","BEL","Belgium"
"1cbb094f39a172f44db1a70269fd739d02b28bc0","m","1962","Masters or professional degree","ESP","Spain"
"1cbb094f39a172f44db1a70269fd739d02b28bc0","m","1962","Masters or professional degree","NOR","Norway"
"9cc31b7c1f14ddb03072232db723a3d5a5fdc458","m","1994","Secondary/High School","ESP","Spain"
"9cc31b7c1f14ddb03072232db723a3d5a5fdc458","m","1994","Secondary/High School","NOR","Norway"
"9cc31b7c1f14ddb03072232db723a3d5a5fdc458","m","1994","Secondary/High School","DNK","Denmark"
"cf8b7815cd4467e4e82c3c81614378634532f59d","m","1993","Secondary/High School","IND","India"
"cf8b7815cd4467e4e82c3c81614378634532f59d","m","1993","Secondary/High School","USA","United States"
"e5677dc03fb176c77cf3d3201b5176968a972964","m","1977","Masters or professional degree","KWT","Kuwait"
"e5677dc03fb176c77cf3d3201b5176968a972964","m","1977","Masters or professional degree","USA","United States"
"ea3de9948d85f6ce2691be91c25ba0b1c434182f","f","1994","Secondary/High School","GBR","United Kingdom"
"ea3de9948d85f6ce2691be91c25ba0b1c434182f","f","1994","Secondary/High School","SRB","Serbia"
"b52abc0d7c64c0a0a2e30995b009ee7b28fc86e2","m","1987","Bachelors","CHN","China"
"39cf1fb507204c926fbd1cd1373ba6d711402c80","m","1988","Bachelors","USA","United States"
"39cf1fb507204c926fbd1cd1373ba6d711402c80","m","1988","Bachelors","CHN","China"
"39cf1fb507204c926fbd1cd1373ba6d711402c80","m","1988","Bachelors","IND","India"
"39cf1fb507204c926fbd1cd1373ba6d711402c80","m","1988","Bachelors","HKG","Hong Kong"
"39cf1fb507204c926fbd1cd1373ba6d711402c80","m","1988","Bachelors","ZZZ","Reserved"
"e27e69418ef6d6a39d278b6a74c70289816a0c68","m","2000","Junior secondary/junior high/middle School","GBR","United Kingdom"
"5bf69b3e168fe53e228b12e8644c7dded70e9908","f","1994","Secondary/High School","THA","Thailand"
"5bf69b3e168fe53e228b12e8644c7dded70e9908","f","1994","Secondary/High School","GBR","United Kingdom"
"8ac8dff477f2e389cbe35eeeb333cbacd3533501","m","1986","Secondary/High School","ARG","Argentina"
"0586461939b133ac44f62560100209861747634d","m","1984","Masters or professional degree","SWE","Sweden"
"7e071ca2cbbd73db65f2fc01c36b9979fca9ae50","f","1965","Masters or professional degree","FIN","Finland"
"c9070b92f9c2109e80b150a53bfbac8760e1f15e","f","1983","Masters or professional degree","ESP","Spain"
"5c2df036d55ceea32c7f5b692763a7833564c9ca","m","1971","Masters or professional degree","AUS","Australia"
"7e08a9f003e38542aa14fbba8fe8646efdb41bd4","m","1950","Masters or professional degree","DNK","Denmark"
"7e08a9f003e38542aa14fbba8fe8646efdb41bd4","m","1950","Masters or professional degree","USA","United States"
"0164d22d3fa5dd75d0cfc0c67d991012490b04e7","m","1951","Bachelors","ITA","Italy"
"0164d22d3fa5dd75d0cfc0c67d991012490b04e7","m","1951","Bachelors","GBR","United Kingdom"
"bc4409051f570d0d2c835d3ab9d9f0c9782dc079","m","1985","Bachelors","RUS","Russian Federation"
"bc4409051f570d0d2c835d3ab9d9f0c9782dc079","m","1985","Bachelors","POL","Poland"
"3eaa4e636c4c85ec85e4a016a7b929db35642f84","m","1985","Masters or professional degree","PAK","Pakistan"
"06f6129fab3f1cb5a1868a0e021cccce77e5110a","m","1984","Secondary/High School","RUS","Russian Federation"
"123df81688b6bc0603b512ed7d949b37e5d94415","m","1980","Masters or professional degree","TWN","Taiwan; Republic of China (ROC)"
"23c2a4f2b1aad19cecef8fa6d453d209bc053f6e","f","1961","User withheld","MYS","Malaysia"
"9a17709e78dfc927eb734d2af1e2b40d963a3018","m","1981","Masters or professional degree","PAK","Pakistan"
"79392531666cc2fa4ab5f68b133ae4d4754e3f08","",\N,"User withheld","NLD","Netherlands"
"b94a70e1e223af623259177a09c2bf04121952b7","f","1974","Bachelors","BEL","Belgium"
"b94a70e1e223af623259177a09c2bf04121952b7","f","1974","Bachelors","FRA","France"
"2776cfe50c355bc94f0b0e765c5edff7ef6e5dfb","m","1992","Bachelors","IND","India"
"2776cfe50c355bc94f0b0e765c5edff7ef6e5dfb","m","1992","Bachelors","CHN","China"
"7669d6f46619a8fb267d873239bf5b10466b08a7","m","1961","Secondary/High School","ITA","Italy"
"59ae3d520f4a2c9ec44303a3c09102915f802c2d","m","1989","Masters or professional degree","USA","United States"
"33ec74b31827ff6fd129095d6f8b7562a8426e2e","f","1993","Secondary/High School","IND","India"
"9f2f77d354cc7fc57dfd93f39a8eb0e154a194c1","m","1988","Masters or professional degree","USA","United States"
"9623dca7a033b342743c6cef22ce8435ee9bc5e5","m",\N,"Masters or professional degree","NZL","New Zealand"
"9da5408d6adfd9151db6d7867756f9baa50bf6a5","m","1986","Masters or professional degree","NLD","Netherlands"
"f027bd384491780fcbf6894b205a195aaef5ef76","m","1993","Secondary/High School","COL","Colombia"
"f027bd384491780fcbf6894b205a195aaef5ef76","m","1993","Secondary/High School","MEX","Mexico"
"f027bd384491780fcbf6894b205a195aaef5ef76","m","1993","Secondary/High School","KOR","Korea Republic of"
"f027bd384491780fcbf6894b205a195aaef5ef76","m","1993","Secondary/High School","USA","United States"
"f62ef79debfe81cef5f412ac5e5827292e9e4ab5","f","1962","Bachelors","AUS","Australia"
"93cde1555d78425737231babc09187902a0be08b","m","1964","User withheld","DEU","Germany"
"93cde1555d78425737231babc09187902a0be08b","m","1964","User withheld","GBR","United Kingdom"
"93cde1555d78425737231babc09187902a0be08b","m","1964","User withheld","ISR","Israel"
"93cde1555d78425737231babc09187902a0be08b","m","1964","User withheld","POL","Poland"
"f3e0c2b9b0e971fe015ab4a122785ed679479e8c","f","1988","Masters or professional degree","RUS","Russian Federation"
"9fcf763eca6dc593a9873654a818e9ee7f8aa0b3","m","1986","Bachelors","IND","India"
"9fcf763eca6dc593a9873654a818e9ee7f8aa0b3","m","1986","Bachelors","CHN","China"
"5ab810d531735324994417433c0c2bf64a6f7fa8","m","1990","Bachelors","ITA","Italy"
"4c4eb358edc5ce3e0a1a3f832046009a0e90d064","m","1979","Masters or professional degree","RUS","Russian Federation"
"4c4eb358edc5ce3e0a1a3f832046009a0e90d064","m","1979","Masters or professional degree","ROM","Romania"
"d402ae63eae6ee9eefcfb8a61419c35e894e959f","m","1979","Bachelors","IND","India"
"469c6cebd30a236bbb0e29e3b87bdcaf38e1f71d","m","1983","Masters or professional degree","GHA","Ghana"
"469c6cebd30a236bbb0e29e3b87bdcaf38e1f71d","m","1983","Masters or professional degree","USA","United States"
"d365902b9a607e683b4648eeee80b076138fa41b","f","1988","Masters or professional degree","JPN","Japan"
"d365902b9a607e683b4648eeee80b076138fa41b","f","1988","Masters or professional degree","USA","United States"
"d365902b9a607e683b4648eeee80b076138fa41b","f","1988","Masters or professional degree","NZL","New Zealand"
"35ef924a5944c56147474c83a2e46eb804813163","m","1989","Secondary/High School","ESP","Spain"
"35ef924a5944c56147474c83a2e46eb804813163","m","1989","Secondary/High School","DEU","Germany"
"35ef924a5944c56147474c83a2e46eb804813163","m","1989","Secondary/High School","POL","Poland"
"3fe64c4cb70553a046406ea564cbf0322c8021f0","",\N,"Other","SVK","Slovakia (SLOVAK Republic)"
"3fe64c4cb70553a046406ea564cbf0322c8021f0","",\N,"Other","USA","United States"
"8b13e57a13445d6f961d913ffc3946910f934112","m","1984","Masters or professional degree","IND","India"
"ed5d9aebac5d034e3be79c3e6936106ea3eca5c4","m","1972","Masters or professional degree","CAN","Canada"
"9825df20504b45234dfb5ce755a970fe0e645290","m","1992","Secondary/High School","SRB","Serbia"
"9825df20504b45234dfb5ce755a970fe0e645290","m","1992","Secondary/High School","AUT","Austria"
"8126f0f9806f06f57cb324f73894a4fb7a6be6ac","m","1993","Secondary/High School","IND","India"
"8e0e85b8ce67104b8f41edc0437caa882e7d5eb9","m","1990","Bachelors","ETH","Ethiopia"
"b14e9198fa95a8157e8cfe023c9126210565650b","f","1988","Bachelors","MNE","Montenegro"
"f592fbe8f8776f364e3351c008d955cc021c0f8a","f","1991","Bachelors","CHN","China"
"f592fbe8f8776f364e3351c008d955cc021c0f8a","f","1991","Bachelors","IND","India"
"3d3d66ad80ef54e6172260c5505ad7694bbc38f0","m","1978","Masters or professional degree","ESP","Spain"
"3d3d66ad80ef54e6172260c5505ad7694bbc38f0","m","1978","Masters or professional degree","ITA","Italy"
"3d3d66ad80ef54e6172260c5505ad7694bbc38f0","m","1978","Masters or professional degree","NOR","Norway"
"3d3d66ad80ef54e6172260c5505ad7694bbc38f0","m","1978","Masters or professional degree","NLD","Netherlands"
"98883cc55420d86659ba7acde046dcc8b7f62e52","m","1973","Masters or professional degree","MYS","Malaysia"
"98883cc55420d86659ba7acde046dcc8b7f62e52","m","1973","Masters or professional degree","JPN","Japan"
"b7c21c73f48dde3f0afcefedc7ffce24d013226f","",\N,"User withheld","TWN","Taiwan; Republic of China (ROC)"
"f4a380a970c47a0643444051210285307b296a08","m","1987","Masters or professional degree","IRN","Iran (ISLAMIC Republic Of)"
"8bd92300c4622b3b054263999da88fb9aa0035b9","f","1952","Bachelors","FRA","France"
"8bd92300c4622b3b054263999da88fb9aa0035b9","f","1952","Bachelors","IRL","Ireland"
"8bd92300c4622b3b054263999da88fb9aa0035b9","f","1952","Bachelors","DEU","Germany"
"66ea36ec44a8498ea1e5d488a5db9a169646b148","m","1984","Masters or professional degree","DEU","Germany"
"d690e21befb9109d1ef8424af9efffdc5cdee62c","m","1987","Masters or professional degree","ARE","United Arab Emirates"
"efdf707a259e5dbc903fbf7bf6839305b8f56203","m","1990","Bachelors","USA","United States"
"efdf707a259e5dbc903fbf7bf6839305b8f56203","m","1990","Bachelors","IND","India"
"a8cf6f036493bd4d2d368d9f67d7360e9f961c04","",\N,"User withheld","SGP","Singapore"
"5e7ab686fc4c47db9a419ea1fb71e08b731d077c","m","1990","Secondary/High School","EGY","Egypt"
"d0c4a065ee1013ef66b7b298557fabf7d9779169","m","1968","Secondary/High School","GBR","United Kingdom"
"6c1e366c34aaddab1aa4849f159d3f527be34264","m","1974","Doctorate","PRT","Portugal"
"6ff6b7e535c8e98be319797c65e419df33275769","m","1993","Secondary/High School","IND","India"
"eb42d5882c12dea7c57c86e20ecb702b924a2a6e","f","1976","Masters or professional degree","GBR","United Kingdom"
"25137b95332509de7a8df556f5bbd5022ef9c5f0","f","1991","Bachelors","UKR","Ukraine"
"c1d36a5711fc716b4a2e5f15be3f83006bcb2388","m","1990","Bachelors","PHL","Philippines"
"403d3089108e9f4aede2186068c18f13d228bb42","m","1991","Bachelors","USA","United States"
"13674088cec2a03e01e9c3d7065f0bf9ea7ec7fc","m","1989","Bachelors","QAT","Qatar"
"cdf64c992f099915864168c86fe208963ea00127","m",\N,"Doctorate","CHN","China"
"6a43c8adffdd196eb8bb2d366d5a7ea547ab1799","",\N,"User withheld","USA","United States"
"6a43c8adffdd196eb8bb2d366d5a7ea547ab1799","",\N,"User withheld","AUT","Austria"
"6a43c8adffdd196eb8bb2d366d5a7ea547ab1799","",\N,"User withheld","ITA","Italy"
"e7c490a03b36b15945f2b1ab72791b91b3cce337","m","1983","Masters or professional degree","CHN","China"
"e7c490a03b36b15945f2b1ab72791b91b3cce337","m","1983","Masters or professional degree","TWN","Taiwan; Republic of China (ROC)"
"e7c490a03b36b15945f2b1ab72791b91b3cce337","m","1983","Masters or professional degree","USA","United States"
"9d4f2338ff0107c7d6fc3ac000a8b487c92169ab","f","1989","Masters or professional degree","IND","India"
"72be9a83ce60312aceda549d3990f56a96010a9f","f","1969","Masters or professional degree","ESP","Spain"
"e3a6bdf03609288d50c701e75b94056dd6a8763a","m","1985","Masters or professional degree","USA","United States"
"27a82860463059bdc4abbc2fa05f2d83db5d3e82","m","1989","Bachelors","GTM","Guatemala"
"27a82860463059bdc4abbc2fa05f2d83db5d3e82","m","1989","Bachelors","USA","United States"
"32360a46a3b3080829723223844c1712c52dfe1e","m","1981","Masters or professional degree","GBR","United Kingdom"
"32360a46a3b3080829723223844c1712c52dfe1e","m","1981","Masters or professional degree","USA","United States"
"7f999959e802ae01aa46307dcd220b7ff00e0ec2","m","1968","Masters or professional degree","GRC","Greece"
"dd5e23f7dc92a0cd166c67ad02580f58c8ce8238","f","1964","Doctorate","UKR","Ukraine"
"dd5e23f7dc92a0cd166c67ad02580f58c8ce8238","f","1964","Doctorate","RUS","Russian Federation"
"36d8e8e9359f93f18fbe0099c585691d869b459b","m","1980","Masters or professional degree","UKR","Ukraine"
"a84a3c23281bb457c291c7a4f65c02b775b418e1","m","1993","Secondary/High School","SLV","El Salvador"
"009a0a854c7730f262d34969ee0b032be1022537","m","1960","Masters or professional degree","DEU","Germany"
"009a0a854c7730f262d34969ee0b032be1022537","m","1960","Masters or professional degree","JAM","Jamaica"
"1edf91090c3f4d98028e9de0b37eb87d1f3a0b3a","m","1967","Masters or professional degree","GBR","United Kingdom"
"1edf91090c3f4d98028e9de0b37eb87d1f3a0b3a","m","1967","Masters or professional degree","ESP","Spain"
