,anon_screen_name,resource_display_name,module_id,activity_grade_id,first_submit,last_submit,module_type,Module,Week ,Act,Finalgrade,FinalScore
958,4f38d41d2a95fa4d0f15b1e0cb1c65e4ce5ccfce,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,49697535,6/06/2015 11:45,6/06/2015 11:45,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
959,4f38d41d2a95fa4d0f15b1e0cb1c65e4ce5ccfce,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,23036976,9/07/2014 15:06,12/06/2015 9:46,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
961,4f38d41d2a95fa4d0f15b1e0cb1c65e4ce5ccfce,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,49697506,6/06/2015 11:45,6/06/2015 11:45,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
962,4f38d41d2a95fa4d0f15b1e0cb1c65e4ce5ccfce,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50055039,12/06/2015 20:54,12/06/2015 20:54,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1006,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,50474347,20/06/2015 6:33,20/06/2015 6:33,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1008,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,50474345,20/06/2015 6:33,20/06/2015 6:33,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1009,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,50479728,20/06/2015 10:23,21/06/2015 8:54,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1011,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,22358048,1/07/2014 6:59,21/06/2015 8:54,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1012,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,50474342,20/06/2015 6:33,20/06/2015 6:33,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1013,14c715a89e93a5f6c4aa8ca123cb8a99cf5929c2,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50474346,20/06/2015 6:33,20/06/2015 6:33,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1050,1d04d8f5f7e3d7c916e9ee3177a345a182562782,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,50541284,21/06/2015 19:07,21/06/2015 19:07,problem,The Basic Core of Economics,Week-1,P-7 ,0.02,Fail
1051,1d04d8f5f7e3d7c916e9ee3177a345a182562782,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,50541070,21/06/2015 19:02,21/06/2015 19:02,problem,The Basic Core of Economics,Week-1,P-5 ,0.02,Fail
1052,1d04d8f5f7e3d7c916e9ee3177a345a182562782,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21910273,25/06/2014 12:37,21/06/2015 15:10,video,The Basic Core of Economics,Week-1,L1,0.02,Fail
1054,1d04d8f5f7e3d7c916e9ee3177a345a182562782,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,50540795,21/06/2015 18:58,21/06/2015 18:58,problem,The Basic Core of Economics,Week-1,P-4,0.02,Fail
1055,1d04d8f5f7e3d7c916e9ee3177a345a182562782,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50541285,21/06/2015 19:07,21/06/2015 19:07,problem,The Basic Core of Economics,Week-1,P-8 ,0.02,Fail
1060,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,50579014,22/06/2015 10:02,22/06/2015 10:02,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1061,bcabbf2d322207b54f33384645042870a3ab5325,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,50573349,22/06/2015 8:01,22/06/2015 8:10,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
1062,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,50573598,22/06/2015 8:10,22/06/2015 10:30,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1063,bcabbf2d322207b54f33384645042870a3ab5325,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,50570667,22/06/2015 7:00,22/06/2015 7:12,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1064,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,24014787,24/07/2014 9:28,22/06/2015 7:28,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
1065,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,24014786,24/07/2014 9:28,22/06/2015 7:11,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1066,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,50571039,22/06/2015 7:09,22/06/2015 8:07,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1067,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,24014788,24/07/2014 9:28,22/06/2015 7:46,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
1068,bcabbf2d322207b54f33384645042870a3ab5325,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50579015,22/06/2015 10:02,22/06/2015 10:02,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1072,d8341147ac3d8164a7429fa51f1dd64b336dd589,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,50673775,23/06/2015 16:40,23/06/2015 16:40,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1074,d8341147ac3d8164a7429fa51f1dd64b336dd589,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,50673282,23/06/2015 16:31,23/06/2015 16:31,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1075,d8341147ac3d8164a7429fa51f1dd64b336dd589,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,24771694,4/08/2014 8:17,12/06/2015 18:45,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1077,d8341147ac3d8164a7429fa51f1dd64b336dd589,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,50049830,12/06/2015 18:44,12/06/2015 18:44,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1078,d8341147ac3d8164a7429fa51f1dd64b336dd589,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50673776,23/06/2015 16:40,23/06/2015 16:40,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1113,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,50768970,24/06/2015 18:42,24/06/2015 18:42,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1115,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,50768706,24/06/2015 18:39,24/06/2015 18:39,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
1116,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,50768705,24/06/2015 18:39,24/06/2015 18:39,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1117,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,50768909,24/06/2015 18:42,24/06/2015 18:42,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1118,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,50768707,24/06/2015 18:39,24/06/2015 18:39,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
1119,2158ced22dfeb34736d725abe9e4346d706e990c,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,50768971,24/06/2015 18:42,24/06/2015 18:42,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1124,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,21922382,25/06/2014 15:09,27/06/2015 1:09,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1126,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21922380,25/06/2014 15:09,27/06/2015 1:01,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1128,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,21922375,25/06/2014 15:09,27/06/2015 0:54,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
1129,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21922376,25/06/2014 15:09,27/06/2015 0:51,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1130,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,21922377,25/06/2014 15:09,27/06/2015 0:56,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1131,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,21922374,25/06/2014 15:09,27/06/2015 0:55,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
1132,55054e356af09f4cabd7733e2c2251dc1345e4f6,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,21922381,25/06/2014 15:09,27/06/2015 1:10,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1170,4a4d8f170ff504e7d4f7e5820fb117e0d4e507e1,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,21751460,24/06/2014 7:54,2/07/2015 15:46,problem,The Basic Core of Economics,Week-1,P-7 ,0.29,Fail
1171,4a4d8f170ff504e7d4f7e5820fb117e0d4e507e1,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,23078338,10/07/2014 8:35,2/07/2015 10:13,video,The Basic Core of Economics,Week-1,L4,0.29,Fail
1172,4a4d8f170ff504e7d4f7e5820fb117e0d4e507e1,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21751458,24/06/2014 7:54,2/07/2015 14:52,problem,The Basic Core of Economics,Week-1,P-5 ,0.29,Fail
1174,4a4d8f170ff504e7d4f7e5820fb117e0d4e507e1,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,21751455,24/06/2014 7:54,2/07/2015 10:12,problem,The Basic Core of Economics,Week-1,P-4,0.29,Fail
1175,4a4d8f170ff504e7d4f7e5820fb117e0d4e507e1,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,21751459,24/06/2014 7:54,3/07/2015 15:22,problem,The Basic Core of Economics,Week-1,P-8 ,0.29,Fail
1180,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,51374800,7/07/2015 15:01,7/07/2015 15:01,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1181,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,51371484,7/07/2015 13:43,7/07/2015 13:43,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
1182,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,51371479,7/07/2015 13:43,7/07/2015 14:33,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1183,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,51325448,6/07/2015 16:29,6/07/2015 17:10,video,The Basic Core of Economics,Week-1,L1,0.0,Fail
1184,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,24834680,5/08/2014 3:17,6/07/2015 17:25,problem,The Basic Core of Economics,Week-1,P-2,0.0,Fail
1185,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,24834679,5/08/2014 3:17,6/07/2015 17:10,problem,The Basic Core of Economics,Week-1,P-1 ,0.0,Fail
1186,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,51330080,6/07/2015 18:04,7/07/2015 13:17,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1187,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,24834681,5/08/2014 3:17,6/07/2015 18:00,problem,The Basic Core of Economics,Week-1,P-3 ,0.0,Fail
1188,bf19e897bb72fbe63fbbca6f769b5acf965e6b3d,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,51374801,7/07/2015 15:01,7/07/2015 15:01,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1189,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,21811316,24/06/2014 17:37,10/07/2015 16:56,problem,The Basic Core of Economics,Week-1,P-7 ,0.15,Fail
1191,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22113945,28/06/2014 12:10,20/06/2015 15:33,video,The Basic Core of Economics,Week-1,L4,0.15,Fail
1192,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,22113945,28/06/2014 12:10,27/06/2015 15:13,video,The Basic Core of Economics,Week-1,L4,0.15,Fail
1193,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21811313,24/06/2014 17:37,27/06/2015 15:56,problem,The Basic Core of Economics,Week-1,P-5 ,0.15,Fail
1194,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,22109134,28/06/2014 9:31,20/06/2015 11:24,video,The Basic Core of Economics,Week-1,L1,0.15,Fail
1196,9ac4b6c404df98db3da3fe92766335fa4d2a597a,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21811309,24/06/2014 17:37,13/06/2015 15:03,problem,The Basic Core of Economics,Week-1,P-1 ,0.15,Fail
1242,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,26293279,27/08/2014 8:50,23/08/2015 9:40,problem,The Basic Core of Economics,Week-1,P-7 ,0.53,Pass
1244,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,26287511,27/08/2014 6:10,23/08/2015 9:36,problem,The Basic Core of Economics,Week-1,P-5 ,0.53,Pass
1245,485a3b64244b899d66660ed2a6a2093d95636fd2,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,26285613,27/08/2014 5:23,21/08/2015 12:30,video,The Basic Core of Economics,Week-1,L1,0.53,Pass
1247,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: The Central Idea,i4x://HumanitiesSciences/Econ-1/problem/a00df886c61d4a9bb44e3a506f661838,26285209,27/08/2014 5:13,23/08/2015 9:32,problem,The Basic Core of Economics,Week-1,P-2,0.53,Pass
1248,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,26285208,27/08/2014 5:13,3/08/2015 6:50,problem,The Basic Core of Economics,Week-1,P-1 ,0.53,Pass
1249,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,26287028,27/08/2014 5:55,23/08/2015 9:34,problem,The Basic Core of Economics,Week-1,P-4,0.53,Pass
1250,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Production Possibilities and Economic Growth,i4x://HumanitiesSciences/Econ-1/problem/be25ebd75de9488fa0a39d51b267ec47,26285210,27/08/2014 5:14,23/08/2015 9:33,problem,The Basic Core of Economics,Week-1,P-3 ,0.53,Pass
1251,485a3b64244b899d66660ed2a6a2093d95636fd2,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,26293280,27/08/2014 8:50,23/08/2015 9:40,problem,The Basic Core of Economics,Week-1,P-8 ,0.53,Pass
1275,e1198f0389a1f9ff1e47958f856cc44384127d15,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,53182763,25/08/2015 6:40,25/08/2015 6:40,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1276,e1198f0389a1f9ff1e47958f856cc44384127d15,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,53155709,24/08/2015 16:34,24/08/2015 16:34,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
1277,e1198f0389a1f9ff1e47958f856cc44384127d15,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,53155960,24/08/2015 16:39,24/08/2015 16:39,problem,The Basic Core of Economics,Week-1,P-5 ,0.0,Fail
1278,e1198f0389a1f9ff1e47958f856cc44384127d15,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,53155539,24/08/2015 16:29,24/08/2015 16:29,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1279,e1198f0389a1f9ff1e47958f856cc44384127d15,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,53182764,25/08/2015 6:40,25/08/2015 6:40,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1282,67e388dbeef974394c7ac98dbda95eb8b55af558,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,25112927,9/08/2014 8:51,3/09/2015 8:34,problem,The Basic Core of Economics,Week-1,P-7 ,0.06,Fail
1283,67e388dbeef974394c7ac98dbda95eb8b55af558,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,25113373,9/08/2014 9:05,22/03/2015 6:56,video,The Basic Core of Economics,Week-1,L4,0.06,Fail
1284,67e388dbeef974394c7ac98dbda95eb8b55af558,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,25112925,9/08/2014 8:51,3/09/2015 7:17,problem,The Basic Core of Economics,Week-1,P-5 ,0.06,Fail
1285,67e388dbeef974394c7ac98dbda95eb8b55af558,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,25112926,9/08/2014 8:51,14/09/2015 10:18,problem,The Basic Core of Economics,Week-1,P-8 ,0.06,Fail
1290,6144f25ca887768c9b7479567421be38ba17cce6,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,30691299,16/10/2014 8:05,4/09/2015 2:44,problem,The Basic Core of Economics,Week-1,P-7 ,0.06,Fail
1291,b2340b587127052f2730027182cf8a30601d5d0f,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,21924250,25/06/2014 15:29,7/09/2015 11:53,problem,The Basic Core of Economics,Week-1,P-7 ,0.1,Fail
1292,b2340b587127052f2730027182cf8a30601d5d0f,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21924248,25/06/2014 15:29,5/09/2015 3:04,problem,The Basic Core of Economics,Week-1,P-5 ,0.1,Fail
1298,8407de2082e855e64eaa8e8eeeba687befe9bec9,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,56713756,8/11/2015 0:57,8/11/2015 0:57,problem,The Basic Core of Economics,Week-1,P-7 ,0.0,Fail
1299,8407de2082e855e64eaa8e8eeeba687befe9bec9,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,56712636,7/11/2015 23:44,8/11/2015 0:05,video,The Basic Core of Economics,Week-1,L4,0.0,Fail
1301,8407de2082e855e64eaa8e8eeeba687befe9bec9,Quiz: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/problem/8a0a54db75a74eb0907ca1f9ca7050f6,56712532,7/11/2015 23:39,7/11/2015 23:39,problem,The Basic Core of Economics,Week-1,P-4,0.0,Fail
1302,8407de2082e855e64eaa8e8eeeba687befe9bec9,Quiz: Price Ceilings and Floors,i4x://HumanitiesSciences/Econ-1/problem/e2e27a85b7b84ad8bfac5945dd337edf,56713757,8/11/2015 0:57,8/11/2015 0:57,problem,The Basic Core of Economics,Week-1,P-8 ,0.0,Fail
1305,5b5deaec15eeb58375aa5569795eab679cd66a90,Quiz: Price and Elasticity,i4x://HumanitiesSciences/Econ-1/problem/c276c9596689467195f161e7e6ad91c2,21916572,25/06/2014 14:04,25/11/2015 10:43,problem,The Basic Core of Economics,Week-1,P-7 ,0.03,Fail
1306,5b5deaec15eeb58375aa5569795eab679cd66a90,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24924350,6/08/2014 6:09,2/11/2015 11:55,video,The Basic Core of Economics,Week-1,L4,0.03,Fail
1307,5b5deaec15eeb58375aa5569795eab679cd66a90,Lecture: Observing and Explaining the Economy,i4x://HumanitiesSciences/Econ-1/video/07f95e4404d74f16926b8ccd4aff7016,24924350,6/08/2014 6:09,23/11/2015 9:54,video,The Basic Core of Economics,Week-1,L4,0.03,Fail
1308,5b5deaec15eeb58375aa5569795eab679cd66a90,Quiz: Supply and Demand,i4x://HumanitiesSciences/Econ-1/problem/ede36873578c4e99a7a2d7568e4e1374,21916570,25/06/2014 14:04,23/11/2015 12:22,problem,The Basic Core of Economics,Week-1,P-5 ,0.03,Fail
1309,5b5deaec15eeb58375aa5569795eab679cd66a90,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21916423,25/06/2014 14:02,1/10/2015 17:57,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
1310,5b5deaec15eeb58375aa5569795eab679cd66a90,Lecture: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/video/b56b71690dac4cba8f719fceb5808a33,21916423,25/06/2014 14:02,31/10/2015 12:17,video,The Basic Core of Economics,Week-1,L1,0.03,Fail
1311,5b5deaec15eeb58375aa5569795eab679cd66a90,Quiz: Welcome to the Principles of Economics,i4x://HumanitiesSciences/Econ-1/problem/825551be42d54bfb8e9bf4dad0398d19,21915808,25/06/2014 13:51,31/10/2015 12:17,problem,The Basic Core of Economics,Week-1,P-1 ,0.03,Fail
